Year,Country,Country Url,Region Code,Region,Rank Per Region,Overall Rank,Happiness Score,Happiness Status,GDP per Capita,Family,Social Support,Healthy life expectancy,Freedom to make life choices,Generosity,Perceptions of Corruptions
2018,Mauritius,https://upload.wikimedia.org/wikipedia/commons/7/77/Flag_of_Mauritius.svg,2.0,AFRICA,1,54,5.891,Green,1.09,1.387,1.387,0.684,0.584,0.245,0.05
